timestamp, job_progress, replicas, error, time_progress
1586984654.0, 0.0, 1, -0.1, 0.1
1586984657.0, 2.127659574468085, 3, -0.22872340425531915, 0.25
1586984660.0, 7.3842302878598245, 3, -0.32615769712140175, 0.4
1586984663.0, 12.640801001251564, 3, -0.4235919899874844, 0.55
1586984665.0, 17.897371714643302, 3, -0.47102628285356696, 0.65
1586984668.0, 23.028785982478098, 3, -0.5697121401752191, 0.8
1586984671.0, 28.035043804755944, 3, -0.6696495619524405, 0.95
1586984674.0, 33.29161451814768, 3, -0.7670838548185233, 1.1
1586984677.0, 38.54818523153942, 3, -0.8645181476846058, 1.25
1586984679.0, 43.80475594493116, 3, -0.9119524405506885, 1.35
1586984682.0, 49.0613266583229, 3, -1.009386733416771, 1.5
1586984685.0, 54.31789737171464, 3, -1.1068210262828535, 1.65
1586984688.0, 59.44931163954944, 3, -1.2055068836045058, 1.8
1586984691.0, 64.70588235294117, 3, -1.302941176470588, 1.95
1586984693.0, 69.96245306633291, 3, -1.3503754693366705, 2.05
1586984696.0, 75.21902377972467, 3, -1.4478097622027537, 2.2
1586984699.0, 80.4755944931164, 3, -1.545244055068836, 2.35
1586984702.0, 85.48185231539425, 3, -1.6451814768460575, 2.5
1586984705.0, 90.73842302878599, 3, -1.74261576971214, 2.65
1586984707.0, 95.86983729662077, 3, -1.7913016270337923, 2.75
1586984710.0, 100.0, 1, -1.9, 2.9
1586984713.0, 100.0, 1, -2.05, 3.05
