timestamp, job_progress, replicas, error, time_progress
1589857854.286864, 0.0, 1, -0.2222222222222222, 0.2222222222222222
1589857856.883268, 0.1251564455569462, 9, -0.44319287998887497, 0.4444444444444444
1589857859.250952, 3.128911138923655, 9, -0.7464886663885413, 0.7777777777777778
1589857861.634631, 9.011264080100124, 9, -0.9098873591989988, 1.0
1589857864.009326, 14.518147684605756, 9, -1.1881518564872757, 1.3333333333333333
1589857866.532912, 24.780976220275345, 9, -1.307745793352802, 1.5555555555555556
1589857868.922272, 37.546933667083856, 9, -1.402308441106939, 1.7777777777777777
1589857871.319183, 50.9386733416771, 9, -1.6017243776943402, 2.111111111111111
1589857873.708229, 63.829787234042556, 9, -1.695035460992908, 2.3333333333333335
1589857876.10164, 77.09637046307884, 9, -1.895702962035878, 2.6666666666666665
1589857878.511574, 90.23779724655819, 9, -1.986510916423307, 2.888888888888889
1589857880.90127, 100.0, 9, -2.111111111111111, 3.111111111111111
1589857883.670045, 100.0, 1, -2.4444444444444446, 3.4444444444444446
