timestamp, job_progress, replicas, error, time_progress
1589856027.272636, 0.0, 1, -0.2222222222222222, 0.2222222222222222
1589856029.841884, 0.0, 9, -0.4444444444444444, 0.4444444444444444
1589856032.274744, 3.128911138923655, 9, -0.7464886663885413, 0.7777777777777778
1589856034.686018, 10.513141426783479, 9, -0.8948685857321652, 1.0
1589856037.099019, 20.77596996245307, 9, -1.1255736337088025, 1.3333333333333333
1589856039.490232, 33.41677096370463, 9, -1.2213878459185092, 1.5555555555555556
1589856041.887359, 46.55819774718398, 9, -1.312195800305938, 1.7777777777777777
1589856044.289777, 59.94993742177722, 9, -1.511611736893339, 2.111111111111111
1589856046.675454, 73.09136420525657, 9, -1.6024196912807678, 2.3333333333333335
1589856049.085885, 85.98247809762202, 9, -1.8068418856904462, 2.6666666666666665
1589856051.479558, 99.49937421777221, 9, -1.8938951467111667, 2.888888888888889
1589856053.857795, 100.0, 2, -2.111111111111111, 3.111111111111111
1589856056.259649, 100.0, 2, -2.4444444444444446, 3.4444444444444446
