timestamp, job_progress, replicas, error, time_progress
1589920518.154741, 0.0, 1, -0.18181818181818182, 0.18181818181818182
1589920521.179039, 0.0, 11, -0.45454545454545453, 0.45454545454545453
1589920523.854945, 3.374233128834356, 11, -0.6026213050752928, 0.6363636363636364
1589920526.474003, 15.030674846625766, 11, -0.7587841606246514, 0.9090909090909091
1589920529.000221, 34.355828220858896, 11, -0.8382598996095929, 1.1818181818181819
1589920531.513876, 54.90797546012271, 11, -0.8145566090351365, 1.3636363636363635
1589920534.034444, 79.75460122699386, 11, -0.8388176240936979, 1.6363636363636365
1589920536.530336, 100.0, 11, -0.8181818181818181, 1.8181818181818181
1589920539.072856, 100.0, 5, -1.0909090909090908, 2.090909090909091
1589920541.629609, 100.0, 2, -1.272727272727273, 2.272727272727273
1589920544.135965, 100.0, 1, -1.5454545454545454, 2.5454545454545454
1589920546.63496, 100.0, 1, -1.727272727272727, 2.727272727272727
1589920549.144864, 100.0, 1, -2.0, 3.0
1589920551.68607, 100.0, 1, -2.1818181818181817, 3.1818181818181817
1589920554.189562, 100.0, 1, -2.4545454545454546, 3.4545454545454546
1589920556.70246, 100.0, 1, -2.6363636363636362, 3.6363636363636362
