timestamp, replicas, real_output_flux, input_flux, error
0.0, 1, 0.0, 0.0, 0.0
2.0, 1, 0.0, 0.5, -0.5
4.0, 1, 0.0, 1.0, -1.0
6.0, 1, 0.0, 1.0, -1.0
8.0, 1, 0.5, 1.0, -0.5
10.0, 1, 1.0, 1.0, 0.0
12.0, 1, 1.0, 1.0, 0.0
14.0, 1, 1.0, 1.0, 0.0
16.0, 1, 0.5, 1.0, -0.5
18.0, 1, 1.0, 1.0, 0.0
20.0, 1, 1.0, 1.0, 0.0
22.0, 1, 1.0, 1.0, 0.0
24.0, 1, 1.0, 1.0, 0.0
26.0, 1, 1.0, 1.0, 0.0
28.0, 1, 0.5, 1.0, -0.5
30.0, 1, 1.0, 1.0, 0.0
32.0, 1, 1.0, 1.0, 0.0
34.0, 1, 1.0, 1.0, 0.0
36.0, 1, 1.0, 1.0, 0.0
38.0, 1, 1.0, 1.0, 0.0
40.0, 1, 0.5, 1.0, -0.5
42.0, 1, 1.0, 1.0, 0.0
44.0, 1, 1.0, 0.5, 0.5
46.0, 1, 1.0, 1.0, 0.0
48.0, 1, 1.0, 1.0, 0.0
50.0, 1, 1.0, 1.0, 0.0
52.0, 1, 0.5, 1.0, -0.5
54.0, 1, 1.0, 1.0, 0.0
56.0, 1, 1.0, 1.0, 0.0
58.0, 1, 1.0, 1.0, 0.0
60.0, 1, 1.0, 1.0, 0.0
62.0, 1, 1.0, 1.0, 0.0
64.0, 1, 1.0, 1.0, 0.0
66.0, 1, 0.5, 1.0, -0.5
68.0, 1, 1.0, 1.0, 0.0
70.0, 1, 1.0, 1.0, 0.0
72.0, 1, 1.0, 1.0, 0.0
74.0, 1, 1.0, 1.0, 0.0
76.0, 1, 0.5, 1.0, -0.5
78.0, 1, 1.0, 2.0, -1.0
80.0, 1, 1.0, 3.0, -2.0
82.0, 1, 1.0, 3.0, -2.0
84.0, 2, 0.5, 3.0, -2.5
86.0, 2, 1.0, 3.0, -2.0
88.0, 2, 1.0, 3.0, -2.0
90.0, 3, 1.0, 3.0, -2.0
92.0, 3, 1.0, 3.0, -2.0
94.0, 3, 1.0, 3.0, -2.0
96.0, 3, 2.0, 3.0, -1.0
98.0, 3, 2.0, 3.0, -1.0
100.0, 2, 2.4875621890547266, 2.985074626865672, -0.49751243781094523
102.0, 2, 2.0, 3.0, -1.0
104.0, 2, 3.0, 3.0, 0.0
106.0, 2, 2.5, 3.0, -0.5
108.0, 2, 3.0, 3.0, 0.0
110.0, 1, 3.0, 3.0, 0.0
112.0, 1, 3.0, 3.0, 0.0
114.0, 1, 1.5, 3.0, -1.5
116.0, 1, 3.0, 3.0, 0.0
118.0, 1, 3.0, 3.0, 0.0
120.0, 1, 3.0, 3.0, 0.0
122.0, 1, 3.0, 3.0, 0.0
124.0, 1, 1.9900497512437814, 2.985074626865672, -0.9950248756218905
126.0, 1, 2.5, 3.0, -0.5
128.0, 1, 3.0, 3.0, 0.0
130.0, 1, 2.4875621890547266, 2.985074626865672, -0.49751243781094523
132.0, 1, 2.0, 3.0, -1.0
134.0, 2, 2.0, 3.0, -1.0
136.0, 2, 1.5, 3.0, -1.5
138.0, 2, 1.5, 3.0, -1.5
140.0, 3, 1.5, 3.0, -1.5
142.0, 3, 1.0, 3.0, -2.0
144.0, 3, 1.492537313432836, 2.985074626865672, -1.492537313432836
146.0, 3, 1.5, 3.0, -1.5
148.0, 3, 1.5, 3.0, -1.5
150.0, 3, 2.4875621890547266, 3.4825870646766175, -0.9950248756218909
152.0, 3, 3.0, 3.0, 0.0
154.0, 3, 2.985074626865672, 0.9950248756218907, 1.9900497512437811
156.0, 1, 2.5, 0.5, 2.0
158.0, 1, 2.5, 1.0, 1.5
160.0, 1, 2.5, 1.0, 1.5
162.0, 1, 3.0, 1.0, 2.0
164.0, 1, 3.0, 1.0, 2.0
166.0, 1, 3.0, 1.0, 2.0
168.0, 1, 2.4875621890547266, 0.9950248756218907, 1.492537313432836
170.0, 1, 2.0, 1.0, 1.0
172.0, 1, 3.0, 1.0, 2.0
174.0, 1, 3.0, 1.0, 2.0
176.0, 1, 2.5, 1.0, 1.5
178.0, 1, 3.0, 1.0, 2.0
180.0, 1, 2.5, 1.0, 1.5
182.0, 1, 2.5, 1.0, 1.5
184.0, 1, 3.0, 1.0, 2.0
186.0, 1, 0.9950248756218907, 0.9950248756218907, 0.0
188.0, 1, 1.0, 1.0, 0.0
190.0, 1, 1.0, 1.0, 0.0
192.0, 1, 0.5, 1.0, -0.5
194.0, 1, 1.0, 1.0, 0.0
196.0, 1, 1.0, 1.0, 0.0
198.0, 1, 1.0, 1.0, 0.0
200.0, 1, 0.5, 1.0, -0.5
202.0, 1, 1.0, 1.0, 0.0
204.0, 1, 1.0, 1.0, 0.0
206.0, 1, 1.0, 1.0, 0.0
208.0, 1, 1.0, 1.0, 0.0
210.0, 1, 1.0, 1.0, 0.0
212.0, 1, 0.5, 1.0, -0.5
214.0, 1, 1.0, 1.0, 0.0
216.0, 1, 1.0, 1.0, 0.0
218.0, 1, 1.0, 1.0, 0.0
220.0, 1, 1.0, 1.0, 0.0
222.0, 1, 1.0, 1.0, 0.0
224.0, 1, 0.5, 1.0, -0.5
226.0, 1, 1.0, 1.0, 0.0
228.0, 1, 1.0, 2.0, -1.0
230.0, 1, 1.0, 3.0, -2.0
232.0, 1, 0.9950248756218907, 2.985074626865672, -1.9900497512437811
234.0, 1, 1.0, 3.0, -2.0
236.0, 3, 1.0, 3.0, -2.0
238.0, 3, 0.5, 3.0, -2.5
240.0, 3, 1.0, 3.0, -2.0
242.0, 3, 1.0, 3.0, -2.0
244.0, 3, 1.0, 3.0, -2.0
246.0, 3, 2.5, 3.0, -0.5
248.0, 3, 2.5, 3.0, -0.5
250.0, 2, 2.0, 3.0, -1.0
252.0, 2, 3.0, 3.0, 0.0
254.0, 2, 3.0, 3.0, 0.0
256.0, 1, 3.0, 3.0, 0.0
258.0, 1, 2.5, 3.0, -0.5
260.0, 2, 2.5, 3.0, -0.5
262.0, 2, 2.5, 3.0, -0.5
264.0, 2, 3.0, 3.0, 0.0
266.0, 1, 2.985074626865672, 2.985074626865672, 0.0
268.0, 1, 3.0, 3.0, 0.0
270.0, 1, 2.0, 3.0, -1.0
272.0, 1, 4.0, 3.0, 1.0
274.0, 1, 3.5, 3.0, 0.5
276.0, 1, 3.5, 3.0, 0.5
278.0, 1, 3.5, 3.0, 0.5
280.0, 1, 3.5, 3.0, 0.5
282.0, 1, 3.0, 3.0, 0.0
284.0, 1, 2.4875621890547266, 2.985074626865672, -0.49751243781094523
286.0, 2, 2.5, 3.0, -0.5
288.0, 2, 1.5, 3.0, -1.5
290.0, 3, 1.5, 3.0, -1.5
292.0, 3, 2.0, 3.0, -1.0
294.0, 3, 2.0, 3.0, -1.0
296.0, 2, 2.0, 3.0, -1.0
298.0, 2, 2.0, 3.0, -1.0
300.0, 2, 2.0, 3.0, -1.0
302.0, 2, 2.5, 3.0, -0.5
304.0, 2, 2.5, 0.0, 2.5
306.0, 1, 3.0, 0.0, 3.0
308.0, 1, 3.0, 0.0, 3.0
310.0, 1, 2.0, 0.0, 2.0
312.0, 1, 3.0, 0.0, 3.0
314.0, 1, 3.0, 0.0, 3.0
316.0, 1, 1.5, 0.0, 1.5
318.0, 1, 3.0, 0.0, 3.0
320.0, 1, 3.0, 0.0, 3.0
322.0, 1, 3.0, 0.0, 3.0
324.0, 1, 3.0, 0.0, 3.0
326.0, 1, 1.5, 0.0, 1.5
328.0, 1, 2.0, 0.0, 2.0
330.0, 1, 2.0, 0.0, 2.0
332.0, 1, 2.0, 0.0, 2.0
334.0, 1, 2.0, 0.0, 2.0
336.0, 1, 1.5, 0.0, 1.5
338.0, 1, 0.5, 0.0, 0.5
340.0, 1, 1.0, 0.0, 1.0
342.0, 1, 1.0, 0.0, 1.0
344.0, 1, 1.0, 0.0, 1.0
