timestamp, replicas, real_output_flux, input_flux, error
0.0, 1, 0.0, 0.0, 0.0
2.0, 1, 0.0, 1.0, -1.0
4.0, 1, 0.0, 1.0, -1.0
6.0, 1, 0.0, 1.0, -1.0
8.0, 1, 0.0, 1.0, -1.0
10.0, 1, 1.0, 1.0, 0.0
12.0, 1, 0.5, 1.0, -0.5
14.0, 1, 0.9950248756218907, 0.9950248756218907, 0.0
16.0, 1, 1.0, 1.0, 0.0
18.0, 1, 1.0, 1.0, 0.0
20.0, 1, 1.0, 1.0, 0.0
22.0, 1, 1.0, 1.0, 0.0
24.0, 1, 0.5, 1.0, -0.5
26.0, 1, 1.0, 1.0, 0.0
28.0, 1, 1.0, 1.0, 0.0
30.0, 1, 1.0, 1.0, 0.0
32.0, 1, 1.0, 3.0, -2.0
34.0, 1, 1.0, 3.0, -2.0
36.0, 1, 0.49751243781094534, 2.985074626865672, -2.4875621890547266
38.0, 1, 1.0, 3.0, -2.0
40.0, 1, 1.0, 3.0, -2.0
42.0, 1, 0.9950248756218907, 2.985074626865672, -1.9900497512437811
44.0, 1, 1.0, 3.0, -2.0
46.0, 1, 0.5, 3.0, -2.5
48.0, 1, 1.0, 3.0, -2.0
50.0, 1, 1.0, 3.0, -2.0
52.0, 1, 1.0, 3.0, -2.0
54.0, 1, 1.0, 3.0, -2.0
56.0, 1, 1.0, 3.0, -2.0
58.0, 1, 0.5, 3.0, -2.5
60.0, 1, 1.0, 3.0, -2.0
62.0, 1, 1.0, 1.0, 0.0
64.0, 1, 0.9950248756218907, 0.9950248756218907, 0.0
66.0, 1, 1.0, 1.0, 0.0
68.0, 1, 1.0, 1.0, 0.0
70.0, 1, 0.49751243781094534, 0.9950248756218907, -0.49751243781094534
72.0, 1, 1.0, 1.0, 0.0
74.0, 1, 1.0, 1.0, 0.0
76.0, 1, 1.0, 1.0, 0.0
78.0, 1, 1.0, 1.0, 0.0
80.0, 1, 0.49751243781094534, 0.9950248756218907, -0.49751243781094534
82.0, 1, 1.0, 1.0, 0.0
84.0, 1, 1.0, 1.0, 0.0
86.0, 1, 1.0, 1.0, 0.0
88.0, 1, 1.0, 1.0, 0.0
90.0, 1, 0.9950248756218907, 0.9950248756218907, 0.0
92.0, 1, 0.49751243781094534, 2.4875621890547266, -1.9900497512437814
94.0, 1, 1.0, 3.0, -2.0
96.0, 1, 0.9900990099009901, 2.9702970297029703, -1.9801980198019802
98.0, 1, 1.0050251256281406, 3.0150753768844223, -2.0100502512562817
100.0, 1, 1.0, 3.0, -2.0
102.0, 1, 1.0, 3.0, -2.0
104.0, 1, 0.49751243781094534, 2.985074626865672, -2.4875621890547266
106.0, 1, 1.0, 3.0, -2.0
108.0, 1, 1.0, 3.0, -2.0
110.0, 1, 0.9950248756218907, 2.985074626865672, -1.9900497512437811
112.0, 1, 0.5, 3.0, -2.5
114.0, 1, 1.0, 3.0, -2.0
116.0, 1, 0.9950248756218907, 2.985074626865672, -1.9900497512437811
118.0, 1, 1.0, 3.0, -2.0
120.0, 1, 1.0, 3.0, -2.0
122.0, 1, 1.0, 0.5, 0.5
124.0, 1, 0.49751243781094534, 0.0, 0.49751243781094534
126.0, 1, 1.0, 0.0, 1.0
128.0, 1, 1.0, 0.0, 1.0
130.0, 1, 1.0, 0.0, 1.0
132.0, 1, 1.0, 0.0, 1.0
134.0, 1, 1.0, 0.0, 1.0
136.0, 1, 0.5, 0.0, 0.5
138.0, 1, 1.0, 0.0, 1.0
140.0, 1, 1.0, 0.0, 1.0
142.0, 1, 0.9950248756218907, 0.0, 0.9950248756218907
144.0, 1, 1.0, 0.0, 1.0
146.0, 1, 0.9900990099009901, 0.0, 0.9900990099009901
148.0, 1, 0.5, 0.0, 0.5
150.0, 1, 1.0, 0.0, 1.0
152.0, 1, 1.0, 0.0, 1.0
154.0, 1, 1.0, 0.0, 1.0
156.0, 1, 1.0, 0.0, 1.0
158.0, 1, 1.0, 0.0, 1.0
160.0, 1, 0.5, 0.0, 0.5
162.0, 1, 1.0, 0.0, 1.0
164.0, 1, 1.0, 0.0, 1.0
166.0, 1, 1.0, 0.0, 1.0
168.0, 1, 1.0, 0.0, 1.0
170.0, 1, 0.49751243781094534, 0.0, 0.49751243781094534
172.0, 1, 1.0, 0.0, 1.0
174.0, 1, 1.0, 0.0, 1.0
176.0, 1, 1.0, 0.0, 1.0
178.0, 1, 1.0, 0.0, 1.0
180.0, 1, 1.0, 0.0, 1.0
182.0, 1, 1.0, 0.0, 1.0
184.0, 1, 0.5, 0.0, 0.5
186.0, 1, 1.0, 0.0, 1.0
188.0, 1, 1.0, 0.0, 1.0
190.0, 1, 1.0, 0.0, 1.0
192.0, 1, 1.0, 0.0, 1.0
194.0, 1, 1.0, 0.0, 1.0
196.0, 1, 0.5, 0.0, 0.5
198.0, 1, 1.0, 0.0, 1.0
200.0, 1, 1.0, 0.0, 1.0
202.0, 1, 1.0, 0.0, 1.0
204.0, 1, 1.0, 0.0, 1.0
206.0, 1, 1.0, 0.0, 1.0
208.0, 1, 0.5, 0.0, 0.5
210.0, 1, 1.0, 0.0, 1.0
212.0, 1, 1.0, 0.0, 1.0
214.0, 1, 1.0, 0.0, 1.0
216.0, 1, 1.0, 0.0, 1.0
218.0, 1, 0.5, 0.0, 0.5
220.0, 1, 1.0, 0.0, 1.0
222.0, 1, 1.0, 0.0, 1.0
224.0, 1, 1.0, 0.0, 1.0
226.0, 1, 1.0, 0.0, 1.0
228.0, 1, 1.0, 0.0, 1.0
230.0, 1, 0.5, 0.0, 0.5
232.0, 1, 1.0, 0.0, 1.0
234.0, 1, 1.0, 0.0, 1.0
236.0, 1, 1.0, 0.0, 1.0
238.0, 1, 1.0, 0.0, 1.0
240.0, 1, 0.5, 0.0, 0.5
242.0, 1, 0.9950248756218907, 0.0, 0.9950248756218907
244.0, 1, 1.0, 0.0, 1.0
246.0, 1, 1.0, 0.0, 1.0
248.0, 1, 1.0, 0.0, 1.0
250.0, 1, 1.0, 0.0, 1.0
252.0, 1, 0.49751243781094534, 0.0, 0.49751243781094534
254.0, 1, 1.0, 0.0, 1.0
256.0, 1, 1.0, 0.0, 1.0
258.0, 1, 0.9950248756218907, 0.0, 0.9950248756218907
260.0, 1, 1.0050251256281406, 0.0, 1.0050251256281406
262.0, 1, 0.5, 0.0, 0.5
264.0, 1, 1.0, 0.0, 1.0
266.0, 1, 1.0, 0.0, 1.0
268.0, 1, 1.0, 0.0, 1.0
270.0, 1, 0.0, 0.0, 0.0
