timestamp, replicas, real_output_flux, input_flux, error
0.0, 1, 0, 0, 0
2.0, 1, 0, 1, -1
4.0, 1, 0, 2, -2
6.0, 1, 0, 2, -2
8.0, 1, 0, 2, -2
10.0, 3, 1, 2, -1
12.0, 3, 1, 2, -1
14.0, 4, 0, 2, -2
16.0, 4, 1, 2, -1
18.0, 4, 1, 2, -1
20.0, 4, 2, 2, 0
22.0, 4, 2, 2, 0
24.0, 4, 3, 2, 1
26.0, 4, 3, 2, 1
28.0, 4, 4, 2, 2
30.0, 2, 4, 2, 2
32.0, 2, 4, 2, 2
34.0, 1, 4, 4, 0
36.0, 1, 2, 4, -2
38.0, 1, 4, 4, 0
40.0, 1, 4, 4, 0
42.0, 1, 4, 4, 0
44.0, 1, 4, 4, 0
46.0, 1, 4, 4, 0
48.0, 1, 2, 4, -2
50.0, 3, 4, 4, 0
52.0, 3, 4, 4, 0
54.0, 2, 4, 4, 0
56.0, 2, 3, 4, -1
58.0, 2, 3, 4, -1
60.0, 4, 4, 4, 0
62.0, 4, 4, 4, 0
64.0, 3, 4, 2, 2
66.0, 3, 3, 2, 1
68.0, 3, 2, 2, 0
70.0, 3, 2, 2, 0
72.0, 3, 3, 2, 1
74.0, 2, 3, 2, 1
76.0, 2, 2, 2, 0
78.0, 2, 2, 2, 0
80.0, 2, 2, 2, 0
82.0, 2, 2, 2, 0
84.0, 2, 2, 2, 0
86.0, 2, 2, 2, 0
88.0, 2, 2, 2, 0
90.0, 2, 2, 2, 0
92.0, 2, 2, 2, 0
94.0, 2, 2, 4, -2
96.0, 2, 3, 4, -1
98.0, 2, 2, 4, -2
100.0, 5, 3, 4, -1
102.0, 5, 2, 4, -2
104.0, 7, 3, 4, -1
106.0, 7, 2, 4, -2
108.0, 7, 2, 4, -2
110.0, 8, 2, 4, -2
112.0, 8, 2, 4, -2
114.0, 8, 4, 4, 0
116.0, 8, 4, 4, 0
118.0, 8, 4, 4, 0
120.0, 8, 4, 4, 0
122.0, 8, 4, 4, 0
124.0, 8, 4, 0, 4
126.0, 8, 4, 0, 4
128.0, 8, 4, 0, 4
130.0, 6, 4, 0, 4
132.0, 6, 4, 0, 4
134.0, 6, 2, 0, 2
136.0, 2, 0, 0, 0
138.0, 2, 0, 0, 0
140.0, 2, 0, 0, 0
142.0, 2, 0, 0, 0
144.0, 2, 0, 0, 0
146.0, 2, 0, 0, 0
148.0, 2, 0, 0, 0
150.0, 2, 0, 0, 0
152.0, 2, 0, 0, 0
154.0, 2, 0, 0, 0
156.0, 2, 0, 0, 0
158.0, 2, 0, 0, 0
160.0, 2, 0, 0, 0
162.0, 2, 0, 0, 0
164.0, 2, 0, 0, 0
166.0, 2, 0, 0, 0
168.0, 2, 0, 0, 0
170.0, 2, 0, 0, 0
172.0, 2, 0, 0, 0
174.0, 2, 0, 0, 0
176.0, 2, 0, 0, 0
178.0, 2, 0, 0, 0
180.0, 2, 0, 0, 0
182.0, 2, 0, 0, 0
184.0, 2, 0, 0, 0
186.0, 2, 0, 0, 0
188.0, 2, 0, 0, 0
190.0, 2, 0, 0, 0
192.0, 2, 0, 0, 0
194.0, 2, 0, 0, 0
196.0, 2, 0, 0, 0
198.0, 2, 0, 0, 0
200.0, 2, 0, 0, 0
202.0, 2, 0, 0, 0
204.0, 2, 0, 0, 0
206.0, 2, 0, 0, 0
208.0, 2, 0, 0, 0
210.0, 2, 0, 0, 0
212.0, 2, 0, 0, 0
214.0, 2, 0, 0, 0
216.0, 2, 0, 0, 0
218.0, 2, 0, 0, 0
220.0, 2, 0, 0, 0
222.0, 2, 0, 0, 0
224.0, 2, 0, 0, 0
226.0, 2, 0, 0, 0
228.0, 2, 0, 0, 0
230.0, 2, 0, 0, 0
232.0, 2, 0, 0, 0
