timestamp, job_progress, replicas, error, time_progress
1589882764.078263, 0.0, 1, -1.0, 1.0
1589882766.671311, 2.147239263803681, 2, -1.978527607361963, 2.0
1589882769.042123, 5.521472392638037, 2, -3.4447852760736195, 3.5
1589882771.446173, 9.202453987730062, 2, -4.4079754601226995, 4.5
1589882773.825597, 14.11042944785276, 2, -5.858895705521473, 6.0
1589882776.240886, 21.472392638036812, 2, -6.785276073619632, 7.0
1589882778.619162, 28.22085889570552, 2, -7.717791411042945, 8.0
1589882780.998909, 35.2760736196319, 2, -9.14723926380368, 9.5
1589882783.377645, 42.331288343558285, 2, -10.076687116564417, 10.5
1589882785.773792, 49.38650306748466, 2, -11.006134969325153, 11.5
1589882788.158603, 56.44171779141104, 2, -12.43558282208589, 13.0
1589882790.539365, 63.49693251533742, 2, -13.365030674846626, 14.0
1589882792.91925, 70.5521472392638, 2, -14.794478527607362, 15.5
1589882795.306166, 77.60736196319019, 2, -15.723926380368098, 16.5
1589882797.695447, 84.3558282208589, 2, -16.65644171779141, 17.5
1589882800.08188, 91.71779141104295, 2, -18.08282208588957, 19.0
1589882802.468015, 98.46625766871165, 2, -19.015337423312882, 20.0
1589882804.855479, 100.0, 1, -20.5, 21.5
1589882807.235099, 100.0, 1, -21.5, 22.5
