timestamp, job_progress, replicas, error, time_progress
1588982869.706497, 0.0, 1, -0.25, 0.25
1588982872.543111, 0.1251564455569462, 8, -0.6237484355444305, 0.625
1588982874.927818, 2.002503128911139, 8, -0.8549749687108886, 0.875
1588982877.309307, 8.88610763454318, 8, -1.0361389236545682, 1.125
1588982879.715842, 20.150187734668336, 8, -1.2984981226533168, 1.5
1588982882.090158, 31.414267834793492, 8, -1.4358573216520651, 1.75
1588982884.48817, 43.05381727158949, 8, -1.6944618272841052, 2.125
1588982886.914901, 54.56821026282853, 8, -1.8293178973717148, 2.375
1588982889.2891, 66.08260325406758, 8, -1.9641739674593242, 2.625
1588982891.681948, 77.72215269086358, 8, -2.2227784730913642, 3.0
1588982894.091348, 89.11138923654568, 8, -2.358886107634543, 3.25
1588982896.477533, 100.0, 8, -2.625, 3.625
1588982898.864888, 100.0, 1, -2.875, 3.875
1588982901.248032, 100.0, 1, -3.125, 4.125
