timestamp, job_progress, replicas, error, time_progress
1588988256.561531, 0.0, 1, -0.25, 0.25
1588988259.189531, 0.37546933667083854, 8, -0.49624530663329164, 0.5
1588988261.598037, 1.877346683354193, 8, -0.856226533166458, 0.875
1588988263.991014, 5.256570713391739, 8, -1.0724342928660826, 1.125
1588988266.39301, 10.137672090112641, 8, -1.3986232790988735, 1.5
1588988269.025969, 19.27409261576971, 8, -1.5572590738423029, 1.75
1588988272.446746, 35.294117647058826, 8, -1.8970588235294117, 2.25
1588988274.831196, 46.93366708385482, 8, -2.030663329161452, 2.5
1588988277.204823, 58.57321652065082, 8, -2.164267834793492, 2.75
1588988279.628785, 69.83729662077597, 8, -2.4266270337922404, 3.125
1588988282.289861, 81.97747183979975, 8, -2.6802252816020022, 3.5
1588988284.754932, 94.24280350438048, 8, -2.807571964956195, 3.75
1588988287.163256, 100.0, 1, -3.0, 4.0
1588988289.59972, 100.0, 1, -3.375, 4.375
