timestamp, job_progress, replicas, error, time_progress
1587080922.0, 0.0, 1, -0.1, 0.1
1587080925.0, 1.2515644555694618, 5, -0.1874843554443054, 0.2
1587080927.0, 6.88360450563204, 5, -0.2811639549436796, 0.35
1587080929.0, 12.76595744680851, 5, -0.3223404255319149, 0.45
1587080932.0, 19.02377972465582, 5, -0.35976220275344184, 0.55
1587080934.0, 26.408010012515643, 5, -0.43591989987484353, 0.7
1587080937.0, 36.92115143929912, 5, -0.48078848560700876, 0.85
1587080940.0, 44.180225281602006, 5, -0.55819774718398, 1.0
1587080942.0, 51.56445556946183, 5, -0.5843554443053818, 1.1
1587080945.0, 58.82352941176471, 5, -0.6117647058823529, 1.2
1587080947.0, 66.33291614518147, 5, -0.6866708385481853, 1.35
1587080950.0, 74.34292866082603, 5, -0.7065707133917396, 1.45
1587080952.0, 81.60200250312892, 5, -0.783979974968711, 1.6
1587080954.0, 88.98623279098874, 5, -0.8101376720901126, 1.7
1587080957.0, 96.37046307884856, 5, -0.8362953692115145, 1.8
1587080959.0, 100.0, 1, -0.95, 1.95
1587080961.0, 100.0, 1, -1.0499999999999998, 2.05
