#timestamp, job_progress, replicas, error, time_progress
1593142215.084957, 0.0, 1, -0.1, 0.1
1593142217.629514, 0.0, 1, -0.2, 0.2
1593142219.996161, 2.4539877300613497, 1, -0.32546012269938646, 0.35
1593142222.342935, 5.828220858895705, 1, -0.39171779141104296, 0.45
1593142224.712312, 9.509202453987731, 1, -0.45490797546012274, 0.55
1593142227.076703, 12.883435582822086, 1, -0.5711656441717791, 0.7
1593142229.45153, 16.56441717791411, 1, -0.634355828220859, 0.8
1593142231.808632, 19.938650306748464, 1, -0.7506134969325153, 0.95
1593142234.172111, 23.31288343558282, 1, -0.8168711656441718, 1.05
1593142236.758755, 26.68711656441718, 1, -0.9331288343558282, 1.2
1593142239.123441, 30.67484662576687, 1, -0.9932515337423313, 1.3
1593142241.709069, 34.04907975460122, 1, -1.0595092024539876, 1.4
1593142244.081522, 38.036809815950924, 1, -1.1696319018404908, 1.55
1593142246.446025, 41.41104294478527, 1, -1.235889570552147, 1.65
1593142248.812844, 44.785276073619634, 1, -1.3521472392638036, 1.8
1593142251.176716, 48.466257668711656, 1, -1.4153374233128835, 1.9
1593142253.789385, 51.84049079754601, 1, -1.5315950920245398, 2.05
1593142256.890259, 55.828220858895705, 1, -1.591717791411043, 2.15
1593142259.242185, 60.42944785276073, 1, -1.6957055214723926, 2.3
1593142261.601647, 63.80368098159509, 1, -1.7619631901840491, 2.4
1593142263.954296, 67.48466257668711, 1, -1.8751533742331286, 2.55
1593142266.318138, 70.85889570552148, 1, -1.941411042944785, 2.65
1593142268.66873, 74.23312883435584, 1, -2.0076687116564416, 2.75
1593142271.025008, 77.91411042944786, 1, -2.1208588957055214, 2.9
1593142273.374408, 81.28834355828221, 1, -2.187116564417178, 3.0
1593142275.73026, 84.66257668711657, 1, -2.2533742331288344, 3.1
1593142278.088821, 88.03680981595092, 1, -2.3696319018404908, 3.25
1593142280.448156, 91.71779141104295, 1, -2.432822085889571, 3.35
1593142282.793736, 95.0920245398773, 1, -2.549079754601227, 3.5
1593142285.151658, 98.46625766871165, 1, -2.6153374233128837, 3.6
1593142287.503309, 100.0, 1, -2.7, 3.7
