#timestamp, job_progress, replicas, error, time_progress
1593143600.152871, 0.0, 1, -0.1, 0.1
1593143602.685958, 1.5337423312883436, 1, -0.18466257668711658, 0.2
1593143605.042338, 4.9079754601226995, 1, -0.300920245398773, 0.35
1593143607.403699, 8.282208588957054, 1, -0.36717791411042944, 0.45
1593143609.770247, 11.65644171779141, 1, -0.43343558282208594, 0.55
1593143612.585393, 15.950920245398773, 1, -0.5404907975460123, 0.7
1593143614.976814, 19.631901840490798, 1, -0.653680981595092, 0.85
1593143617.354811, 23.006134969325153, 1, -0.7199386503067484, 0.95
1593143619.71309, 26.380368098159508, 1, -0.7861963190184049, 1.05
1593143622.092664, 30.061349693251532, 1, -0.8993865030674846, 1.2
1593143624.445931, 33.43558282208589, 1, -0.9656441717791411, 1.3
1593143627.05589, 36.809815950920246, 1, -1.0319018404907974, 1.4
1593143629.641082, 41.104294478527606, 1, -1.138957055214724, 1.55
1593143632.036063, 44.47852760736196, 1, -1.2552147239263802, 1.7
1593143634.384088, 48.15950920245399, 1, -1.3184049079754603, 1.8
1593143636.73897, 51.533742331288344, 1, -1.3846625766871163, 1.9
1593143639.089255, 54.90797546012271, 1, -1.5009202453987727, 2.05
1593143641.465121, 58.58895705521472, 1, -1.5641104294478527, 2.15
1593143643.81862, 61.963190184049076, 1, -1.6303680981595092, 2.25
1593143646.176672, 65.33742331288343, 1, -1.7466257668711656, 2.4
1593143648.52949, 69.01840490797547, 1, -1.8098159509202454, 2.5
1593143650.882265, 72.39263803680981, 1, -1.9260736196319017, 2.65
1593143653.247456, 75.76687116564416, 1, -1.9923312883435584, 2.75
1593143655.596565, 79.4478527607362, 1, -2.055521472392638, 2.85
1593143657.945907, 82.82208588957054, 1, -2.1717791411042944, 3.0
1593143660.303824, 86.1963190184049, 1, -2.238036809815951, 3.1
1593143662.685843, 89.87730061349694, 1, -2.301226993865031, 3.2
1593143665.040832, 93.25153374233128, 1, -2.4174846625766873, 3.35
1593143667.416118, 96.62576687116564, 1, -2.4837423312883438, 3.45
1593143669.773042, 100.0, 1, -2.55, 3.55
1593143672.138995, 100.0, 1, -2.7, 3.7
