#timestamp, job_progress, replicas, error, time_progress
1593140705.422022, 0.0, 1, -0.1, 0.1
1593140708.002225, 0.0, 1, -0.2, 0.2
1593140711.163763, 2.147239263803681, 1, -0.3785276073619632, 0.4
1593140713.532201, 5.521472392638037, 1, -0.4447852760736196, 0.5
1593140715.911975, 9.202453987730062, 1, -0.5079754601226993, 0.6
1593140718.297398, 12.576687116564417, 1, -0.6242331288343559, 0.75
1593140720.678509, 16.257668711656443, 1, -0.6874233128834355, 0.85
1593140723.078363, 19.631901840490798, 1, -0.753680981595092, 0.95
1593140725.471457, 23.006134969325153, 1, -0.8699386503067486, 1.1
1593140727.843195, 26.68711656441718, 1, -0.9331288343558282, 1.2
1593140730.22022, 30.061349693251532, 1, -1.0493865030674847, 1.35
1593140732.604019, 33.74233128834356, 1, -1.1125766871165643, 1.45
1593140734.977175, 37.11656441717792, 1, -1.1788343558282208, 1.55
1593140737.365698, 40.79754601226993, 1, -1.2920245398773007, 1.7
1593140739.746192, 44.171779141104295, 1, -1.3582822085889572, 1.8
1593140742.130584, 47.54601226993865, 1, -1.4245398773006135, 1.9
1593140744.507471, 51.22699386503068, 1, -1.5377300613496931, 2.05
1593140746.893684, 54.601226993865026, 1, -1.6039877300613496, 2.15
1593140749.268079, 58.282208588957054, 1, -1.7171779141104293, 2.3
1593140751.643257, 61.65644171779141, 1, -1.7834355828220858, 2.4
1593140754.037636, 65.33742331288343, 1, -1.8466257668711656, 2.5
1593140756.419393, 68.71165644171779, 1, -1.962883435582822, 2.65
1593140758.800639, 72.08588957055214, 1, -2.0291411042944785, 2.75
1593140761.173308, 75.76687116564416, 1, -2.1423312883435583, 2.9
1593140763.545298, 79.14110429447852, 1, -2.208588957055215, 3.0
1593140765.930535, 82.51533742331289, 1, -2.2748466257668714, 3.1
1593140768.317158, 86.1963190184049, 1, -2.388036809815951, 3.25
1593140770.699436, 89.57055214723927, 1, -2.4542944785276073, 3.35
1593140773.084524, 93.25153374233128, 1, -2.5174846625766873, 3.45
1593140775.460536, 96.62576687116564, 1, -2.6337423312883437, 3.6
1593140777.839586, 100.0, 1, -2.7, 3.7
1593140780.215802, 100.0, 1, -2.85, 3.85
